"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"Rural.265","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-04-01,144.805906403916,"Rural"
"Rural.266","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-05-01,140.67881738714,"Rural"
"Rural.267","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-06-01,135.535282664934,"Rural"
"Rural.268","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-07-01,135.619728648489,"Rural"
"Rural.269","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-08-01,138.027813420783,"Rural"
"Rural.270","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-09-01,142.494952877297,"Rural"
"Rural.271","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-10-01,144.776375941159,"Rural"
"Rural.272","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-11-01,133.214640069054,"Rural"
"Rural.273","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2017-12-01,126.752284789006,"Rural"
"Rural.274","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-01-01,125.564396575768,"Rural"
"Rural.275","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-02-01,126.436976414484,"Rural"
"Rural.276","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-03-01,129.16668469715,"Rural"
"Rural.277","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-04-10,130.060962968001,"Rural"
"Rural.278","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-05-10,131.868738142631,"Rural"
"Rural.279","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-06-10,127.47657979084,"Rural"
"Rural.280","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-07-10,125.121795492031,"Rural"
"Rural.281","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-08-10,126.151712830922,"Rural"
"Rural.282","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-09-10,125.645636547997,"Rural"
"Rural.283","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-10-10,121.550752436243,"Rural"
"Rural.284","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-11-10,120.112217937198,"Rural"
"Rural.285","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2018-12-10,116.435423443069,"Rural"
"Rural.286","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-01-10,115.644673320322,"Rural"
"Rural.287","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-02-10,115.385332522887,"Rural"
"Rural.288","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-03-10,123.022805885487,"Rural"
"Rural.289","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-04-10,125.330323687041,"Rural"
"Rural.290","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-05-10,126.724650751201,"Rural"
"Rural.291","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-06-10,126.358133988127,"Rural"
"Rural.292","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-07-10,125.593771397741,"Rural"
"Rural.293","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-08-10,131.457945870022,"Rural"
"Rural.294","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-09-10,137.239416786848,"Rural"
"Rural.295","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-10-10,141.211893114159,"Rural"
"Rural.296","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-11-10,152.75850583697,"Rural"
"Rural.297","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2019-12-10,148.892496733838,"Rural"
"Rural.298","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-01-10,144.625277180325,"Rural"
"Rural.299","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-02-10,149.636138372013,"Rural"
"Rural.300","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-03-10,155.621186061903,"Rural"
"Rural.301","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-04-10,150.380466563778,"Rural"
"Rural.302","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-05-10,144.9299912853,"Rural"
"Rural.303","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-06-10,146.206492904804,"Rural"
"Rural.304","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-07-10,150.456432576074,"Rural"
"Rural.305","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-08-10,154.381830697226,"Rural"
"Rural.306","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-09-10,160.425564561341,"Rural"
"Rural.307","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-10-10,163.247419676912,"Rural"
"Rural.308","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-11-10,160.386343942229,"Rural"
"Rural.309","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2020-12-10,154.811029501434,"Rural"
"Rural.310","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-01-10,150.511251864126,"Rural"
"Rural.311","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-02-10,152.809866184616,"Rural"
"Rural.312","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-03-10,155.506354554883,"Rural"
"Rural.313","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-04-10,150.461030972206,"Rural"
"Rural.314","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-05-10,142.541265049417,"Rural"
"Rural.315","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-06-10,142.883417060742,"Rural"
"Rural.316","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-07-10,143.021870914099,"Rural"
"Rural.317","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-08-10,143.14795641105,"Rural"
"Rural.318","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-09-10,143.015230447716,"Rural"
"Rural.319","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-10-10,140.398320083874,"Rural"
"Rural.320","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-11-10,135.168057395604,"Rural"
"Rural.321","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2021-12-10,135.300621503666,"Rural"
"Rural.322","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-01-10,141.735034374808,"Rural"
"Rural.323","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-02-10,148.850525468854,"Rural"
"Rural.324","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-03-10,154.613793456098,"Rural"
"Rural.325","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-04-10,168.713837257821,"Rural"
"Rural.326","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-05-10,176.257941998022,"Rural"
"Rural.327","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-06-10,180.845459905573,"Rural"
"Rural.328","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-07-10,192.359413669888,"Rural"
"Rural.329","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-08-10,195.7852178614,"Rural"
"Rural.330","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-09-10,207.092515498145,"Rural"
"Rural.331","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-10-10,231.355030296628,"Rural"
"Rural.332","0","2","01","Food and non-alcoholic beerages",4804.1578521549,2022-11-10,234.272114476688,"Rural"
"Rural.333","0","2","01.1.1","Bread and cereals",757.212763477487,2009-02-01,94.3181638715846,"Rural"
"Rural.334","0","2","01.1.1","Bread and cereals",757.212763477487,2009-03-01,92.0476412805578,"Rural"
"Rural.335","0","2","01.1.1","Bread and cereals",757.212763477487,2009-04-01,92.6541778461965,"Rural"
"Rural.336","0","2","01.1.1","Bread and cereals",757.212763477487,2009-05-01,94.3292592639276,"Rural"
"Rural.337","0","2","01.1.1","Bread and cereals",757.212763477487,2009-06-01,92.6274366433389,"Rural"
"Rural.338","0","2","01.1.1","Bread and cereals",757.212763477487,2009-07-01,88.9609649685472,"Rural"
"Rural.339","0","2","01.1.1","Bread and cereals",757.212763477487,2009-08-01,84.3532982796632,"Rural"
"Rural.340","0","2","01.1.1","Bread and cereals",757.212763477487,2009-09-01,85.1376236595774,"Rural"
"Rural.341","0","2","01.1.1","Bread and cereals",757.212763477487,2009-10-01,90.3545149953917,"Rural"
"Rural.342","0","2","01.1.1","Bread and cereals",757.212763477487,2009-11-01,93.1880973784239,"Rural"
"Rural.343","0","2","01.1.1","Bread and cereals",757.212763477487,2009-12-01,93.9627338027421,"Rural"
"Rural.344","0","2","01.1.1","Bread and cereals",757.212763477487,2010-01-01,95.7855853967485,"Rural"
"Rural.345","0","2","01.1.1","Bread and cereals",757.212763477487,2010-02-01,92.7276507333282,"Rural"
"Rural.346","0","2","01.1.1","Bread and cereals",757.212763477487,2010-03-01,90.5533885286163,"Rural"
"Rural.347","0","2","01.1.1","Bread and cereals",757.212763477487,2010-04-01,88.0668087853715,"Rural"
"Rural.348","0","2","01.1.1","Bread and cereals",757.212763477487,2010-05-01,86.2810655813165,"Rural"
"Rural.349","0","2","01.1.1","Bread and cereals",757.212763477487,2010-06-01,82.3457587962212,"Rural"
"Rural.350","0","2","01.1.1","Bread and cereals",757.212763477487,2010-07-01,74.681274770748,"Rural"
"Rural.351","0","2","01.1.1","Bread and cereals",757.212763477487,2010-08-01,73.0726488500001,"Rural"
"Rural.352","0","2","01.1.1","Bread and cereals",757.212763477487,2010-09-01,75.974120077505,"Rural"
"Rural.353","0","2","01.1.1","Bread and cereals",757.212763477487,2010-10-01,76.0462115658937,"Rural"
"Rural.354","0","2","01.1.1","Bread and cereals",757.212763477487,2010-11-01,78.3304891795386,"Rural"
"Rural.355","0","2","01.1.1","Bread and cereals",757.212763477487,2010-12-01,79.7712889181794,"Rural"
"Rural.356","0","2","01.1.1","Bread and cereals",757.212763477487,2011-01-01,78.098415071261,"Rural"
"Rural.357","0","2","01.1.1","Bread and cereals",757.212763477487,2011-02-01,79.2131522040075,"Rural"
"Rural.358","0","2","01.1.1","Bread and cereals",757.212763477487,2011-03-01,80.4815414347701,"Rural"
"Rural.359","0","2","01.1.1","Bread and cereals",757.212763477487,2011-04-01,87.1690869994114,"Rural"
"Rural.360","0","2","01.1.1","Bread and cereals",757.212763477487,2011-05-01,89.8552194524586,"Rural"
"Rural.361","0","2","01.1.1","Bread and cereals",757.212763477487,2011-06-01,95.3166995368911,"Rural"
"Rural.362","0","2","01.1.1","Bread and cereals",757.212763477487,2011-07-01,93.6026811459857,"Rural"
"Rural.363","0","2","01.1.1","Bread and cereals",757.212763477487,2011-08-01,93.5690522888987,"Rural"
"Rural.364","0","2","01.1.1","Bread and cereals",757.212763477487,2011-09-01,91.0301601212526,"Rural"
"Rural.365","0","2","01.1.1","Bread and cereals",757.212763477487,2011-10-01,92.859710821252,"Rural"
"Rural.366","0","2","01.1.1","Bread and cereals",757.212763477487,2011-11-01,93.6790903973873,"Rural"
"Rural.367","0","2","01.1.1","Bread and cereals",757.212763477487,2011-12-01,94.2776777374976,"Rural"
"Rural.368","0","2","01.1.1","Bread and cereals",757.212763477487,2012-01-01,95.9168153505963,"Rural"
"Rural.369","0","2","01.1.1","Bread and cereals",757.212763477487,2012-02-01,93.0831723268688,"Rural"
"Rural.370","0","2","01.1.1","Bread and cereals",757.212763477487,2012-03-01,98.6105321371013,"Rural"
"Rural.371","0","2","01.1.1","Bread and cereals",757.212763477487,2012-04-01,102.653853676874,"Rural"
"Rural.372","0","2","01.1.1","Bread and cereals",757.212763477487,2012-05-01,106.471962836079,"Rural"
"Rural.373","0","2","01.1.1","Bread and cereals",757.212763477487,2012-06-01,107.043752936602,"Rural"
"Rural.374","0","2","01.1.1","Bread and cereals",757.212763477487,2012-07-01,105.518163291538,"Rural"
"Rural.375","0","2","01.1.1","Bread and cereals",757.212763477487,2012-08-01,106.62218569498,"Rural"
"Rural.376","0","2","01.1.1","Bread and cereals",757.212763477487,2012-09-01,105.518185341708,"Rural"
"Rural.377","0","2","01.1.1","Bread and cereals",757.212763477487,2012-10-01,106.427521998266,"Rural"
"Rural.378","0","2","01.1.1","Bread and cereals",757.212763477487,2012-11-01,109.323036089655,"Rural"
"Rural.379","0","2","01.1.1","Bread and cereals",757.212763477487,2012-12-01,110.636525822998,"Rural"
"Rural.380","0","2","01.1.1","Bread and cereals",757.212763477487,2013-01-01,110.640374536246,"Rural"
"Rural.381","0","2","01.1.1","Bread and cereals",757.212763477487,2013-02-01,107.1929315803,"Rural"
"Rural.382","0","2","01.1.1","Bread and cereals",757.212763477487,2013-03-01,104.591750474434,"Rural"
"Rural.383","0","2","01.1.1","Bread and cereals",757.212763477487,2013-04-01,105.460172962276,"Rural"
"Rural.384","0","2","01.1.1","Bread and cereals",757.212763477487,2013-05-01,102.507338172051,"Rural"
"Rural.385","0","2","01.1.1","Bread and cereals",757.212763477487,2013-06-01,101.287265464794,"Rural"
"Rural.386","0","2","01.1.1","Bread and cereals",757.212763477487,2013-07-01,98.0902885607694,"Rural"
"Rural.387","0","2","01.1.1","Bread and cereals",757.212763477487,2013-08-01,96.0007344474139,"Rural"
"Rural.388","0","2","01.1.1","Bread and cereals",757.212763477487,2013-09-01,98.0153210769518,"Rural"
"Rural.389","0","2","01.1.1","Bread and cereals",757.212763477487,2013-10-01,99.6258060280043,"Rural"
"Rural.390","0","2","01.1.1","Bread and cereals",757.212763477487,2013-11-01,105.305019853073,"Rural"
"Rural.391","0","2","01.1.1","Bread and cereals",757.212763477487,2013-12-01,106.170136604195,"Rural"
"Rural.392","0","2","01.1.1","Bread and cereals",757.212763477487,2014-01-01,103.7910366932,"Rural"
"Rural.393","0","2","01.1.1","Bread and cereals",757.212763477487,2014-02-01,100,"Rural"
"Rural.394","0","2","01.1.1","Bread and cereals",757.212763477487,2014-03-01,101.225240637999,"Rural"
"Rural.395","0","2","01.1.1","Bread and cereals",757.212763477487,2014-04-01,102.181542704517,"Rural"
"Rural.396","0","2","01.1.1","Bread and cereals",757.212763477487,2014-05-01,104.045280880586,"Rural"
"Rural.397","0","2","01.1.1","Bread and cereals",757.212763477487,2014-06-01,104.907565627468,"Rural"
"Rural.398","0","2","01.1.1","Bread and cereals",757.212763477487,2014-07-01,105.011968445262,"Rural"
"Rural.399","0","2","01.1.1","Bread and cereals",757.212763477487,2014-08-01,106.483184930741,"Rural"
"Rural.400","0","2","01.1.1","Bread and cereals",757.212763477487,2014-09-01,105.500275801872,"Rural"
"Rural.401","0","2","01.1.1","Bread and cereals",757.212763477487,2014-10-01,107.592211379378,"Rural"
"Rural.402","0","2","01.1.1","Bread and cereals",757.212763477487,2014-11-01,107.544669098011,"Rural"
"Rural.403","0","2","01.1.1","Bread and cereals",757.212763477487,2014-12-01,108.319573825532,"Rural"
"Rural.404","0","2","01.1.1","Bread and cereals",757.212763477487,2015-01-01,106.644613066546,"Rural"
"Rural.405","0","2","01.1.1","Bread and cereals",757.212763477487,2015-02-01,105.312682811776,"Rural"
"Rural.406","0","2","01.1.1","Bread and cereals",757.212763477487,2015-03-01,103.554736942929,"Rural"
"Rural.407","0","2","01.1.1","Bread and cereals",757.212763477487,2015-04-01,106.730758029732,"Rural"
"Rural.408","0","2","01.1.1","Bread and cereals",757.212763477487,2015-05-01,108.039888616277,"Rural"
"Rural.409","0","2","01.1.1","Bread and cereals",757.212763477487,2015-06-01,106.626116846838,"Rural"
"Rural.410","0","2","01.1.1","Bread and cereals",757.212763477487,2015-07-01,104.732130988469,"Rural"
"Rural.411","0","2","01.1.1","Bread and cereals",757.212763477487,2015-08-01,104.817240777192,"Rural"
"Rural.412","0","2","01.1.1","Bread and cereals",757.212763477487,2015-09-01,104.969277001576,"Rural"
"Rural.413","0","2","01.1.1","Bread and cereals",757.212763477487,2015-10-01,104.574672344272,"Rural"
"Rural.414","0","2","01.1.1","Bread and cereals",757.212763477487,2015-11-01,107.604835059467,"Rural"
"Rural.415","0","2","01.1.1","Bread and cereals",757.212763477487,2015-12-01,110.731974828866,"Rural"
"Rural.416","0","2","01.1.1","Bread and cereals",757.212763477487,2016-01-01,109.747472052828,"Rural"
"Rural.417","0","2","01.1.1","Bread and cereals",757.212763477487,2016-02-01,106.63968193063,"Rural"
"Rural.418","0","2","01.1.1","Bread and cereals",757.212763477487,2016-03-01,104.947683898223,"Rural"
"Rural.419","0","2","01.1.1","Bread and cereals",757.212763477487,2016-04-01,105.553367756363,"Rural"
"Rural.420","0","2","01.1.1","Bread and cereals",757.212763477487,2016-05-01,105.301416615361,"Rural"
"Rural.421","0","2","01.1.1","Bread and cereals",757.212763477487,2016-06-01,106.568946395497,"Rural"
"Rural.422","0","2","01.1.1","Bread and cereals",757.212763477487,2016-07-01,106.817268588192,"Rural"
"Rural.423","0","2","01.1.1","Bread and cereals",757.212763477487,2016-08-01,107.215525152382,"Rural"
"Rural.424","0","2","01.1.1","Bread and cereals",757.212763477487,2016-09-01,111.020064955234,"Rural"
"Rural.425","0","2","01.1.1","Bread and cereals",757.212763477487,2016-10-01,118.129038215152,"Rural"
"Rural.426","0","2","01.1.1","Bread and cereals",757.212763477487,2016-11-01,123.949887263082,"Rural"
"Rural.427","0","2","01.1.1","Bread and cereals",757.212763477487,2016-12-01,129.101094444109,"Rural"
"Rural.428","0","2","01.1.1","Bread and cereals",757.212763477487,2017-01-01,131.504795159649,"Rural"
"Rural.429","0","2","01.1.1","Bread and cereals",757.212763477487,2017-02-01,128.516734256575,"Rural"
"Rural.430","0","2","01.1.1","Bread and cereals",757.212763477487,2017-03-01,135.695301137435,"Rural"
"Rural.431","0","2","01.1.1","Bread and cereals",757.212763477487,2017-04-01,137.44216997712,"Rural"
"Rural.432","0","2","01.1.1","Bread and cereals",757.212763477487,2017-05-01,139.918197600286,"Rural"
"Rural.433","0","2","01.1.1","Bread and cereals",757.212763477487,2017-06-01,137.412484310396,"Rural"
"Rural.434","0","2","01.1.1","Bread and cereals",757.212763477487,2017-07-01,134.806010681753,"Rural"
"Rural.435","0","2","01.1.1","Bread and cereals",757.212763477487,2017-08-01,133.281694417084,"Rural"
"Rural.436","0","2","01.1.1","Bread and cereals",757.212763477487,2017-09-01,134.206785607894,"Rural"
"Rural.437","0","2","01.1.1","Bread and cereals",757.212763477487,2017-10-01,136.219629361854,"Rural"
"Rural.438","0","2","01.1.1","Bread and cereals",757.212763477487,2017-11-01,133.085782379015,"Rural"
"Rural.439","0","2","01.1.1","Bread and cereals",757.212763477487,2017-12-01,131.383173953508,"Rural"
"Rural.440","0","2","01.1.1","Bread and cereals",757.212763477487,2018-01-01,130.43137899671,"Rural"
"Rural.441","0","2","01.1.1","Bread and cereals",757.212763477487,2018-02-01,126.536638411298,"Rural"
"Rural.442","0","2","01.1.1","Bread and cereals",757.212763477487,2018-03-01,123.9499755871,"Rural"
"Rural.443","0","2","01.1.1","Bread and cereals",757.212763477487,2018-04-10,124.537424497822,"Rural"
"Rural.444","0","2","01.1.1","Bread and cereals",757.212763477487,2018-05-10,125.716859290179,"Rural"
"Rural.445","0","2","01.1.1","Bread and cereals",757.212763477487,2018-06-10,121.387140981378,"Rural"
"Rural.446","0","2","01.1.1","Bread and cereals",757.212763477487,2018-07-10,121.467020167455,"Rural"
"Rural.447","0","2","01.1.1","Bread and cereals",757.212763477487,2018-08-10,120.133186471663,"Rural"
"Rural.448","0","2","01.1.1","Bread and cereals",757.212763477487,2018-09-10,118.871346301458,"Rural"
"Rural.449","0","2","01.1.1","Bread and cereals",757.212763477487,2018-10-10,118.793314053569,"Rural"
