"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"Urban.1095","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-04-29,117.332719621869,"Urban"
"Urban.1096","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-05-29,117.226094997051,"Urban"
"Urban.1097","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-06-29,117.39358516018,"Urban"
"Urban.1098","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-07-29,117.834713004514,"Urban"
"Urban.1099","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-08-29,118.037381445235,"Urban"
"Urban.1100","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-09-29,118.066662382353,"Urban"
"Urban.1101","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-10-29,117.745044093088,"Urban"
"Urban.1102","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-11-29,117.790223865097,"Urban"
"Urban.1103","0","1","01.2","Non-alcoholic beerages",132.124064774167,2017-12-29,118.009541762449,"Urban"
"Urban.1104","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-01-01,118.170291051681,"Urban"
"Urban.1105","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-02-04,118.38105682918,"Urban"
"Urban.1106","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-03-10,118.380876054849,"Urban"
"Urban.1107","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-04-10,119.665206472746,"Urban"
"Urban.1108","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-05-10,120.460359854095,"Urban"
"Urban.1109","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-06-10,121.463585040389,"Urban"
"Urban.1110","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-07-10,121.788193755664,"Urban"
"Urban.1111","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-08-10,121.75945192961,"Urban"
"Urban.1112","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-09-10,121.659445555803,"Urban"
"Urban.1113","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-10-10,121.87365903003,"Urban"
"Urban.1114","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-11-10,122.89346147013,"Urban"
"Urban.1115","0","1","01.2","Non-alcoholic beerages",132.124064774167,2018-12-10,122.933817538479,"Urban"
"Urban.1116","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-01-10,123.759056206411,"Urban"
"Urban.1117","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-02-10,123.949747873008,"Urban"
"Urban.1118","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-03-10,125.371937668557,"Urban"
"Urban.1119","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-04-10,125.725788561956,"Urban"
"Urban.1120","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-05-10,126.626181076578,"Urban"
"Urban.1121","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-06-10,126.116029432783,"Urban"
"Urban.1122","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-07-10,126.175029868652,"Urban"
"Urban.1123","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-08-10,125.588157180342,"Urban"
"Urban.1124","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-09-10,125.691868346946,"Urban"
"Urban.1125","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-10-10,125.895682311945,"Urban"
"Urban.1126","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-11-10,127.94735919976,"Urban"
"Urban.1127","0","1","01.2","Non-alcoholic beerages",132.124064774167,2019-12-10,128.137889317902,"Urban"
"Urban.1128","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-01-10,127.74249324644,"Urban"
"Urban.1129","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-02-10,129.097800585528,"Urban"
"Urban.1130","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-03-10,129.093214370892,"Urban"
"Urban.1131","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-04-10,128.951049652154,"Urban"
"Urban.1132","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-05-10,128.450529339965,"Urban"
"Urban.1133","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-06-10,127.966975812048,"Urban"
"Urban.1134","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-07-10,129.125936291285,"Urban"
"Urban.1135","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-08-10,129.204072361152,"Urban"
"Urban.1136","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-09-10,129.350805501523,"Urban"
"Urban.1137","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-10-10,130.338068370774,"Urban"
"Urban.1138","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-11-10,130.369262771771,"Urban"
"Urban.1139","0","1","01.2","Non-alcoholic beerages",132.124064774167,2020-12-10,130.712147268878,"Urban"
"Urban.1140","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-01-10,130.684635202156,"Urban"
"Urban.1141","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-02-10,131.430645080888,"Urban"
"Urban.1142","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-03-10,131.076979127056,"Urban"
"Urban.1143","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-04-10,130.701404973113,"Urban"
"Urban.1144","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-05-10,130.673604734785,"Urban"
"Urban.1145","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-06-10,130.798393148636,"Urban"
"Urban.1146","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-07-10,131.13202765062,"Urban"
"Urban.1147","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-08-10,131.258534891514,"Urban"
"Urban.1148","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-09-10,131.849611228798,"Urban"
"Urban.1149","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-10-10,133.927244052089,"Urban"
"Urban.1150","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-11-10,133.794589308958,"Urban"
"Urban.1151","0","1","01.2","Non-alcoholic beerages",132.124064774167,2021-12-10,135.087690993998,"Urban"
"Urban.1152","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-01-10,134.98711892083,"Urban"
"Urban.1153","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-02-10,135.054686957696,"Urban"
"Urban.1154","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-03-10,135.649986156587,"Urban"
"Urban.1155","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-04-10,136.626697019666,"Urban"
"Urban.1156","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-05-10,136.837462186741,"Urban"
"Urban.1157","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-06-10,137.323387063827,"Urban"
"Urban.1158","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-07-10,144.817196632749,"Urban"
"Urban.1159","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-08-10,150.301208915674,"Urban"
"Urban.1160","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-09-10,154.697857514302,"Urban"
"Urban.1161","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-10-10,159.941099374732,"Urban"
"Urban.1162","0","1","01.2","Non-alcoholic beerages",132.124064774167,2022-11-10,163.807854639165,"Urban"
"Urban.1163","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-02-01,76.528156033922,"Urban"
"Urban.1164","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-03-01,79.3662396802365,"Urban"
"Urban.1165","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-04-01,79.1004746965679,"Urban"
"Urban.1166","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-05-01,79.3979902228345,"Urban"
"Urban.1167","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-06-01,79.2792932593521,"Urban"
"Urban.1168","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-07-01,79.2589308158862,"Urban"
"Urban.1169","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-08-01,79.1289053186128,"Urban"
"Urban.1170","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-09-01,79.4233974694323,"Urban"
"Urban.1171","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-10-01,81.4989709875693,"Urban"
"Urban.1172","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-11-01,81.3297677220398,"Urban"
"Urban.1173","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2009-12-01,82.7640395323593,"Urban"
"Urban.1174","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-01-01,83.478302487334,"Urban"
"Urban.1175","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-02-01,83.0247234953114,"Urban"
"Urban.1176","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-03-01,85.8751804897814,"Urban"
"Urban.1177","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-04-01,85.9926484116631,"Urban"
"Urban.1178","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-05-01,86.266515195315,"Urban"
"Urban.1179","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-06-01,85.0302506584566,"Urban"
"Urban.1180","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-07-01,84.3579325005871,"Urban"
"Urban.1181","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-08-01,85.5525621027689,"Urban"
"Urban.1182","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-09-01,85.2128915048353,"Urban"
"Urban.1183","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-10-01,85.6223495388356,"Urban"
"Urban.1184","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-11-01,86.3148791140208,"Urban"
"Urban.1185","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2010-12-01,86.1260537990235,"Urban"
"Urban.1186","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-01-01,85.074973291822,"Urban"
"Urban.1187","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-02-01,86.460372387067,"Urban"
"Urban.1188","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-03-01,85.3228325379404,"Urban"
"Urban.1189","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-04-01,85.5888332913154,"Urban"
"Urban.1190","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-05-01,85.8364021133637,"Urban"
"Urban.1191","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-06-01,86.2906987630962,"Urban"
"Urban.1192","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-07-01,86.8086042992411,"Urban"
"Urban.1193","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-08-01,89.5835858318398,"Urban"
"Urban.1194","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-09-01,88.4063827420414,"Urban"
"Urban.1195","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-10-01,88.0923476097231,"Urban"
"Urban.1196","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-11-01,88.0566348586645,"Urban"
"Urban.1197","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2011-12-01,88.7452006384008,"Urban"
"Urban.1198","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-01-01,89.12283911201,"Urban"
"Urban.1199","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-02-01,88.3374909871745,"Urban"
"Urban.1200","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-03-01,85.058561282574,"Urban"
"Urban.1201","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-04-01,87.8155672087066,"Urban"
"Urban.1202","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-05-01,91.0267658835751,"Urban"
"Urban.1203","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-06-01,95.1960988588793,"Urban"
"Urban.1204","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-07-01,91.7386500308703,"Urban"
"Urban.1205","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-08-01,91.7567241946237,"Urban"
"Urban.1206","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-09-01,91.696471141599,"Urban"
"Urban.1207","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-10-01,91.8651361067613,"Urban"
"Urban.1208","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-11-01,91.8838410353945,"Urban"
"Urban.1209","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2012-12-01,91.9405676924731,"Urban"
"Urban.1210","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-01-01,91.7246833923063,"Urban"
"Urban.1211","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-02-01,92.0203910420597,"Urban"
"Urban.1212","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-03-01,93.5982534177139,"Urban"
"Urban.1213","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-04-01,94.7712081960615,"Urban"
"Urban.1214","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-05-01,94.6828964038205,"Urban"
"Urban.1215","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-06-01,96.8418279559838,"Urban"
"Urban.1216","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-07-01,95.6191208487226,"Urban"
"Urban.1217","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-08-01,96.2917084720529,"Urban"
"Urban.1218","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-09-01,95.1318585343373,"Urban"
"Urban.1219","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-10-01,97.0318679403073,"Urban"
"Urban.1220","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-11-01,97.2894346834033,"Urban"
"Urban.1221","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2013-12-01,98.1372343159927,"Urban"
"Urban.1222","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-01-01,99.8585832828628,"Urban"
"Urban.1223","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-02-01,100,"Urban"
"Urban.1224","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-03-01,100.052797330997,"Urban"
"Urban.1225","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-04-01,104.111734422974,"Urban"
"Urban.1226","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-05-01,102.199728145475,"Urban"
"Urban.1227","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-06-01,102.774132967426,"Urban"
"Urban.1228","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-07-01,102.501422748642,"Urban"
"Urban.1229","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-08-02,102.702988440053,"Urban"
"Urban.1230","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-09-03,102.960868582378,"Urban"
"Urban.1231","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-10-05,102.769299655357,"Urban"
"Urban.1232","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-11-06,102.81969121581,"Urban"
"Urban.1233","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2014-12-08,103.236718623667,"Urban"
"Urban.1234","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-01-09,103.033522974236,"Urban"
"Urban.1235","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-02-10,105.166979458085,"Urban"
"Urban.1236","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-03-14,103.674935442275,"Urban"
"Urban.1237","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-04-15,103.037913268037,"Urban"
"Urban.1238","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-05-17,104.662691203136,"Urban"
"Urban.1239","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-06-18,104.666258363593,"Urban"
"Urban.1240","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-07-20,107.476818770096,"Urban"
"Urban.1241","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-08-21,112.913835094336,"Urban"
"Urban.1242","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-09-22,113.246161453299,"Urban"
"Urban.1243","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-10-24,113.520149795757,"Urban"
"Urban.1244","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-11-25,113.32932831112,"Urban"
"Urban.1245","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2015-12-27,113.523386642223,"Urban"
"Urban.1246","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-01-28,113.22490448659,"Urban"
"Urban.1247","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-02-29,113.643045019939,"Urban"
"Urban.1248","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-03-29,113.400604534498,"Urban"
"Urban.1249","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-04-29,113.973681978744,"Urban"
"Urban.1250","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-05-29,113.690739337384,"Urban"
"Urban.1251","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-06-29,113.816836589096,"Urban"
"Urban.1252","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-07-29,112.988657261265,"Urban"
"Urban.1253","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-08-29,113.060399958413,"Urban"
"Urban.1254","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-09-29,113.494005096004,"Urban"
"Urban.1255","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-10-29,113.08345836807,"Urban"
"Urban.1256","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-11-29,113.855731174069,"Urban"
"Urban.1257","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2016-12-29,115.784310679049,"Urban"
"Urban.1258","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-01-29,116.438452096651,"Urban"
"Urban.1259","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-02-28,121.081685398944,"Urban"
"Urban.1260","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-03-30,121.883292911338,"Urban"
"Urban.1261","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-04-29,123.496329701667,"Urban"
"Urban.1262","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-05-29,123.482935785517,"Urban"
"Urban.1263","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-06-29,123.592139919002,"Urban"
"Urban.1264","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-07-29,123.634571720091,"Urban"
"Urban.1265","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-08-29,123.205686981803,"Urban"
"Urban.1266","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-09-29,123.579078942567,"Urban"
"Urban.1267","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-10-29,123.664736805775,"Urban"
"Urban.1268","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-11-29,123.710741107246,"Urban"
"Urban.1269","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2017-12-29,123.31683153051,"Urban"
"Urban.1270","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-01-01,123.750728791818,"Urban"
"Urban.1271","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-02-04,123.870478639764,"Urban"
"Urban.1272","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-03-10,124.488646701217,"Urban"
"Urban.1273","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-04-10,125.903384565456,"Urban"
"Urban.1274","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-05-10,126.799321851204,"Urban"
"Urban.1275","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-06-10,126.705351274267,"Urban"
"Urban.1276","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-07-10,126.232355514875,"Urban"
"Urban.1277","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-08-10,126.260038140521,"Urban"
"Urban.1278","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-09-10,131.511430990032,"Urban"
"Urban.1279","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-10-10,131.632375532548,"Urban"
"Urban.1280","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-11-10,131.899232624532,"Urban"
"Urban.1281","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2018-12-10,131.957430799693,"Urban"
"Urban.1282","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-01-10,133.371270687133,"Urban"
"Urban.1283","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-02-10,133.550698439975,"Urban"
"Urban.1284","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-03-10,133.353520100771,"Urban"
"Urban.1285","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-04-10,132.831321925244,"Urban"
"Urban.1286","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-05-10,133.170261751694,"Urban"
"Urban.1287","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-06-10,133.478545984252,"Urban"
"Urban.1288","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-07-10,134.8689993905,"Urban"
"Urban.1289","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-08-10,136.308688751767,"Urban"
"Urban.1290","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-09-10,138.058759040678,"Urban"
"Urban.1291","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-10-10,140.657763983145,"Urban"
"Urban.1292","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-11-10,154.54284716347,"Urban"
"Urban.1293","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2019-12-10,159.180119961631,"Urban"
"Urban.1294","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-01-10,161.503112168215,"Urban"
"Urban.1295","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-02-10,157.541110051063,"Urban"
"Urban.1296","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-03-10,156.280655707148,"Urban"
"Urban.1297","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-04-10,155.907048712517,"Urban"
"Urban.1298","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-05-10,159.131174510458,"Urban"
"Urban.1299","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-06-10,162.430762146273,"Urban"
"Urban.1300","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-07-10,168.767129373407,"Urban"
"Urban.1301","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-08-10,169.07855715635,"Urban"
"Urban.1302","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-09-10,167.782184690017,"Urban"
"Urban.1303","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-10-10,169.615947238558,"Urban"
"Urban.1304","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-11-10,170.334260414843,"Urban"
"Urban.1305","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2020-12-10,170.186020493649,"Urban"
"Urban.1306","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-01-10,170.424027719101,"Urban"
"Urban.1307","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-02-10,174.833839656072,"Urban"
"Urban.1308","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-03-10,174.80780057258,"Urban"
"Urban.1309","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-04-10,174.863210681233,"Urban"
"Urban.1310","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-05-10,174.695245911132,"Urban"
"Urban.1311","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-06-10,175.173151545055,"Urban"
"Urban.1312","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-07-10,174.832298028661,"Urban"
"Urban.1313","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-08-10,175.956999846527,"Urban"
"Urban.1314","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-09-10,176.07602286444,"Urban"
"Urban.1315","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-10-10,176.649950592303,"Urban"
"Urban.1316","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-11-10,177.0705037594,"Urban"
"Urban.1317","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2021-12-10,176.545813827014,"Urban"
"Urban.1318","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-01-10,180.025899493435,"Urban"
"Urban.1319","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-02-10,180.273966819248,"Urban"
"Urban.1320","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-03-10,180.933837547128,"Urban"
"Urban.1321","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-04-10,183.191485560919,"Urban"
"Urban.1322","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-05-10,183.568319387421,"Urban"
"Urban.1323","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-06-10,184.269835212593,"Urban"
"Urban.1324","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-07-10,193.344351964212,"Urban"
"Urban.1325","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-08-10,194.922292072459,"Urban"
"Urban.1326","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-09-10,195.392938504573,"Urban"
"Urban.1327","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-10-10,202.197271520351,"Urban"
"Urban.1328","0","1","02","Alcoholic beerages and tobacco",485.326409186995,2022-11-10,211.13549202294,"Urban"
"Urban.1329","0","1","03","Clothing and footwear",530.767666830644,2009-02-01,84.4049066779692,"Urban"
"Urban.1330","0","1","03","Clothing and footwear",530.767666830644,2009-03-01,84.5656321395344,"Urban"
"Urban.1331","0","1","03","Clothing and footwear",530.767666830644,2009-04-01,84.6750968924304,"Urban"
"Urban.1332","0","1","03","Clothing and footwear",530.767666830644,2009-05-01,84.0265738034001,"Urban"
"Urban.1333","0","1","03","Clothing and footwear",530.767666830644,2009-06-01,82.8225823622994,"Urban"
"Urban.1334","0","1","03","Clothing and footwear",530.767666830644,2009-07-01,83.7559715244669,"Urban"
"Urban.1335","0","1","03","Clothing and footwear",530.767666830644,2009-08-01,84.5954936441223,"Urban"
"Urban.1336","0","1","03","Clothing and footwear",530.767666830644,2009-09-01,85.02490684885,"Urban"
"Urban.1337","0","1","03","Clothing and footwear",530.767666830644,2009-10-01,84.7422536425738,"Urban"
"Urban.1338","0","1","03","Clothing and footwear",530.767666830644,2009-11-01,84.0758005628701,"Urban"
"Urban.1339","0","1","03","Clothing and footwear",530.767666830644,2009-12-01,85.2576612573247,"Urban"
"Urban.1340","0","1","03","Clothing and footwear",530.767666830644,2010-01-01,85.150504535872,"Urban"
"Urban.1341","0","1","03","Clothing and footwear",530.767666830644,2010-02-01,85.0880253752071,"Urban"
"Urban.1342","0","1","03","Clothing and footwear",530.767666830644,2010-03-01,85.129040471912,"Urban"
"Urban.1343","0","1","03","Clothing and footwear",530.767666830644,2010-04-01,85.273144599633,"Urban"
"Urban.1344","0","1","03","Clothing and footwear",530.767666830644,2010-05-01,84.9578221307601,"Urban"
"Urban.1345","0","1","03","Clothing and footwear",530.767666830644,2010-06-01,84.9909179938308,"Urban"
